#,name,seq
1,django_migrations,20
2,django_admin_log,38
3,django_content_type,11
4,auth_permission,44
5,auth_group,0
6,auth_user,1
7,papercity_app_category,10
8,papercity_app_genre,11
9,papercity_app_author,7
10,papercity_app_books_author,8
11,papercity_app_books_genre,7
12,papercity_app_books,7
